,tradeDate,rep
6,2013-01-23,"2013-01-23,601800,b,5.24,建仓"
14,2013-01-23,"2013-01-23,600745,b,10.25,建仓"
12,2013-01-24,"2013-01-24,601288,b,2.86,建仓"
5,2013-01-25,"2013-01-25,600570,s,12.2,平仓,6.5502%"
10,2013-01-25,"2013-01-25,600763,b,22.92,建仓"
6,2013-01-25,"2013-01-25,300122,b,36.93,建仓"
17,2013-01-28,"2013-01-28,600585,s,20.45,平仓,8.3157%"
10,2013-01-29,"2013-01-29,002252,b,16.56,建仓"
15,2013-01-30,"2013-01-30,002555,s,10.7,平仓,0.9434%"
16,2013-01-30,"2013-01-30,601377,b,13.14,建仓"
8,2013-01-30,"2013-01-30,600309,b,16.55,建仓"
2,2013-01-30,"2013-01-30,601238,b,6.87,建仓"
9,2013-01-30,"2013-01-30,600845,s,14.48,平仓,1.0468%"
6,2013-01-31,"2013-01-31,000728,b,11.75,建仓"
14,2013-01-31,"2013-01-31,002179,b,14.21,建仓"
12,2013-01-31,"2013-01-31,601688,b,10.49,建仓"
4,2013-02-01,"2013-02-01,000938,b,12.31,建仓"
6,2013-02-01,"2013-02-01,600177,b,8.47,建仓"
6,2013-02-01,"2013-02-01,300033,b,15.02,建仓"
10,2013-02-01,"2013-02-01,600362,b,26.74,建仓"
5,2013-02-04,"2013-02-04,600271,s,15.13,平仓,-2.3871%"
14,2013-02-04,"2013-02-04,600886,b,5.94,建仓"
16,2013-02-04,"2013-02-04,600011,b,6.78,建仓"
14,2013-02-04,"2013-02-04,600900,b,7.57,建仓"
10,2013-02-04,"2013-02-04,600050,b,3.79,建仓"
11,2013-02-05,"2013-02-05,600547,s,37.82,平仓,-2.2486%"
18,2013-02-05,"2013-02-05,601628,b,20.36,建仓"
10,2013-02-05,"2013-02-05,601601,b,22.14,建仓"
10,2013-02-05,"2013-02-05,601336,b,30.45,建仓"
13,2013-02-05,"2013-02-05,601933,s,26.48,平仓,3.3164%"
7,2013-02-06,"2013-02-06,002027,s,4.13,平仓,0.9780%"
11,2013-02-06,"2013-02-06,600299,s,6.57,平仓,8.4158%"
19,2013-02-06,"2013-02-06,601899,s,3.87,平仓,0.7812%"
10,2013-02-06,"2013-02-06,601088,b,24.87,建仓"
13,2013-02-06,"2013-02-06,601808,s,17.2,平仓,6.4356%"
15,2013-02-06,"2013-02-06,600438,s,6.38,平仓,-0.6231%"
17,2013-02-06,"2013-02-06,600489,s,16.66,平仓,0.7864%"
11,2013-02-06,"2013-02-06,000425,s,13.41,平仓,14.1277%"
10,2013-02-07,"2013-02-07,601618,b,2.22,建仓"
2,2013-02-07,"2013-02-07,002601,b,26.89,建仓"
8,2013-02-07,"2013-02-07,601668,b,4.0,建仓"
14,2013-02-07,"2013-02-07,600519,b,185.17,建仓"
4,2013-02-08,"2013-02-08,002414,b,16.57,建仓"
14,2013-02-08,"2013-02-08,600406,b,17.48,建仓"
15,2013-02-18,"2013-02-18,600606,s,6.79,平仓,12.4172%"
10,2013-02-19,"2013-02-19,600660,b,8.74,建仓"
8,2013-02-19,"2013-02-19,002271,b,15.8,建仓"
2,2013-02-19,"2013-02-19,601633,b,29.8,建仓"
7,2013-02-19,"2013-02-19,601800,s,5.25,平仓,0.1908%"
20,2013-02-19,"2013-02-19,600522,b,8.59,建仓"
8,2013-02-19,"2013-02-19,601607,b,13.04,建仓"
8,2013-02-19,"2013-02-19,002475,b,31.32,建仓"
10,2013-02-19,"2013-02-19,300015,b,19.55,建仓"
13,2013-02-20,"2013-02-20,601288,s,3.05,平仓,6.6434%"
10,2013-02-20,"2013-02-20,600998,b,11.79,建仓"
2,2013-02-20,"2013-02-20,002624,b,7.37,建仓"
2,2013-02-20,"2013-02-20,601012,b,8.59,建仓"
7,2013-02-21,"2013-02-21,300122,s,37.85,平仓,2.4912%"
11,2013-02-21,"2013-02-21,600763,s,23.27,平仓,1.5271%"
12,2013-02-21,"2013-02-21,600161,b,14.64,建仓"
11,2013-02-25,"2013-02-25,002252,s,18.51,平仓,11.7754%"
4,2013-02-25,"2013-02-25,002049,b,23.88,建仓"
3,2013-02-26,"2013-02-26,601238,s,6.18,平仓,-10.0437%"
9,2013-02-26,"2013-02-26,600309,s,16.49,平仓,-0.3625%"
17,2013-02-26,"2013-02-26,601377,s,12.23,平仓,-6.9254%"
13,2013-02-27,"2013-02-27,601688,s,10.52,平仓,0.2860%"
13,2013-02-27,"2013-02-27,000776,s,15.41,平仓,3.6315%"
7,2013-02-27,"2013-02-27,000728,s,11.18,平仓,-4.8511%"
15,2013-02-27,"2013-02-27,002179,s,15.91,平仓,11.9634%"
7,2013-02-28,"2013-02-28,300033,s,15.32,平仓,1.9973%"
5,2013-02-28,"2013-02-28,000938,s,12.45,平仓,1.1373%"
7,2013-02-28,"2013-02-28,600177,s,8.02,平仓,-5.3129%"
11,2013-02-28,"2013-02-28,600362,s,24.66,平仓,-7.7786%"
8,2013-03-01,"2013-03-01,600061,b,5.36,建仓"
15,2013-03-01,"2013-03-01,600886,s,6.13,平仓,3.1987%"
17,2013-03-01,"2013-03-01,600011,s,6.67,平仓,-1.6224%"
5,2013-03-01,"2013-03-01,002600,s,11.71,平仓,4.6470%"
15,2013-03-01,"2013-03-01,600900,s,7.2,平仓,-4.8877%"
11,2013-03-01,"2013-03-01,600050,s,3.53,平仓,-6.8602%"
8,2013-03-01,"2013-03-01,600760,b,6.31,建仓"
12,2013-03-01,"2013-03-01,000961,b,12.06,建仓"
19,2013-03-04,"2013-03-04,601628,s,17.3,平仓,-15.0295%"
16,2013-03-04,"2013-03-04,000002,b,10.84,建仓"
6,2013-03-04,"2013-03-04,600048,b,11.37,建仓"
16,2013-03-04,"2013-03-04,000656,b,13.28,建仓"
8,2013-03-04,"2013-03-04,002027,b,4.15,建仓"
6,2013-03-04,"2013-03-04,000938,b,12.3,建仓"
11,2013-03-04,"2013-03-04,601336,s,24.41,平仓,-19.8358%"
6,2013-03-04,"2013-03-04,002410,b,21.35,建仓"
11,2013-03-04,"2013-03-04,601601,s,18.59,平仓,-16.0343%"
4,2013-03-05,"2013-03-05,002384,b,9.14,建仓"
11,2013-03-05,"2013-03-05,601088,s,22.06,平仓,-11.2988%"
16,2013-03-05,"2013-03-05,002050,b,10.8,建仓"
16,2013-03-05,"2013-03-05,000768,b,11.8,建仓"
10,2013-03-05,"2013-03-05,000963,b,42.83,建仓"
15,2013-03-06,"2013-03-06,600519,s,177.22,平仓,-4.2934%"
14,2013-03-06,"2013-03-06,600887,b,29.91,建仓"
3,2013-03-06,"2013-03-06,002601,s,25.0,平仓,-7.0286%"
4,2013-03-06,"2013-03-06,600795,b,2.96,建仓"
9,2013-03-06,"2013-03-06,601668,s,3.56,平仓,-11.0000%"
11,2013-03-06,"2013-03-06,601618,s,2.14,平仓,-3.6036%"
15,2013-03-07,"2013-03-07,600406,s,16.57,平仓,-5.2059%"
10,2013-03-07,"2013-03-07,002001,b,19.02,建仓"
5,2013-03-07,"2013-03-07,002414,s,18.3,平仓,10.4406%"
10,2013-03-07,"2013-03-07,600036,b,13.11,建仓"
6,2013-03-08,"2013-03-08,601919,b,4.17,建仓"
10,2013-03-08,"2013-03-08,601111,b,5.6,建仓"
10,2013-03-08,"2013-03-08,600845,b,14.64,建仓"
14,2013-03-08,"2013-03-08,600183,b,4.7,建仓"
16,2013-03-08,"2013-03-08,600029,b,3.78,建仓"
0,2013-03-08,"2013-03-08,603993,b,9.21,建仓"
10,2013-03-08,"2013-03-08,600115,b,3.37,建仓"
3,2013-03-11,"2013-03-11,601633,s,31.67,平仓,6.2752%"
21,2013-03-11,"2013-03-11,600522,s,9.3,平仓,8.2654%"
8,2013-03-11,"2013-03-11,600390,b,11.62,建仓"
11,2013-03-11,"2013-03-11,600660,s,8.1,平仓,-7.3227%"
14,2013-03-11,"2013-03-11,300124,b,27.83,建仓"
11,2013-03-11,"2013-03-11,300015,s,19.72,平仓,0.8696%"
9,2013-03-11,"2013-03-11,002475,s,33.5,平仓,6.9604%"
9,2013-03-11,"2013-03-11,601607,s,13.11,平仓,0.5368%"
18,2013-03-11,"2013-03-11,000063,b,11.77,建仓"
8,2013-03-11,"2013-03-11,000568,b,31.17,建仓"
9,2013-03-11,"2013-03-11,002271,s,14.99,平仓,-5.1266%"
16,2013-03-12,"2013-03-12,600010,b,5.13,建仓"
6,2013-03-12,"2013-03-12,601216,b,7.42,建仓"
11,2013-03-12,"2013-03-12,600998,s,10.7,平仓,-9.2451%"
3,2013-03-12,"2013-03-12,601012,s,8.11,平仓,-5.5879%"
3,2013-03-12,"2013-03-12,002624,s,7.41,平仓,0.5427%"
13,2013-03-13,"2013-03-13,600161,s,16.17,平仓,10.4508%"
14,2013-03-15,"2013-03-15,601808,b,16.99,建仓"
5,2013-03-15,"2013-03-15,002049,s,26.59,平仓,11.3484%"
8,2013-03-15,"2013-03-15,600177,b,7.79,建仓"
8,2013-03-19,"2013-03-19,601877,b,18.47,建仓"
8,2013-03-19,"2013-03-19,601988,b,2.92,建仓"
13,2013-03-21,"2013-03-21,000961,s,10.52,平仓,-12.7695%"
9,2013-03-21,"2013-03-21,600760,s,5.44,平仓,-13.7876%"
9,2013-03-21,"2013-03-21,600061,s,5.6,平仓,4.4776%"
10,2013-03-22,"2013-03-22,601328,b,4.86,建仓"
12,2013-03-22,"2013-03-22,600690,b,13.04,建仓"
10,2013-03-22,"2013-03-22,600340,b,25.4,建仓"
4,2013-03-22,"2013-03-22,601238,b,6.08,建仓"
6,2013-03-22,"2013-03-22,000001,b,23.03,建仓"
9,2013-03-22,"2013-03-22,002027,s,4.19,平仓,0.9639%"
7,2013-03-22,"2013-03-22,002410,s,24.06,平仓,12.6932%"
7,2013-03-22,"2013-03-22,000938,s,11.9,平仓,-3.2520%"
14,2013-03-22,"2013-03-22,002146,b,13.7,建仓"
0,2013-03-22,"2013-03-22,600705,b,16.87,建仓"
17,2013-03-22,"2013-03-22,000656,s,12.48,平仓,-6.0241%"
8,2013-03-22,"2013-03-22,600584,b,4.96,建仓"
18,2013-03-22,"2013-03-22,000069,b,6.09,建仓"
17,2013-03-22,"2013-03-22,000002,s,11.0,平仓,1.4760%"
12,2013-03-22,"2013-03-22,600066,b,26.96,建仓"
8,2013-03-22,"2013-03-22,601998,b,5.35,建仓"
18,2013-03-22,"2013-03-22,601166,b,20.23,建仓"
16,2013-03-25,"2013-03-25,600352,b,10.2,建仓"
11,2013-03-25,"2013-03-25,000963,s,41.93,平仓,-2.1013%"
14,2013-03-25,"2013-03-25,600161,b,16.73,建仓"
16,2013-03-25,"2013-03-25,600015,b,11.07,建仓"
17,2013-03-25,"2013-03-25,000768,s,11.04,平仓,-6.4407%"
12,2013-03-25,"2013-03-25,600176,b,8.75,建仓"
5,2013-03-25,"2013-03-25,002384,s,9.22,平仓,0.8753%"
14,2013-03-26,"2013-03-26,002371,b,37.3,建仓"
4,2013-03-26,"2013-03-26,002558,b,24.46,建仓"
12,2013-03-26,"2013-03-26,600848,b,6.64,建仓"
12,2013-03-26,"2013-03-26,002142,b,11.14,建仓"
5,2013-03-26,"2013-03-26,600795,s,2.93,平仓,-1.0135%"
15,2013-03-26,"2013-03-26,600887,s,33.18,平仓,10.9328%"
10,2013-03-26,"2013-03-26,002024,b,6.55,建仓"
8,2013-03-27,"2013-03-27,601872,b,2.55,建仓"
10,2013-03-27,"2013-03-27,601939,b,4.68,建仓"
11,2013-03-27,"2013-03-27,002001,s,19.11,平仓,0.4732%"
11,2013-03-27,"2013-03-27,600036,s,12.77,平仓,-2.5934%"
16,2013-03-27,"2013-03-27,002555,b,11.11,建仓"
15,2013-03-27,"2013-03-27,600745,s,12.79,平仓,24.7805%"
11,2013-03-28,"2013-03-28,601111,s,5.7,平仓,1.7857%"
11,2013-03-28,"2013-03-28,600845,s,13.75,平仓,-6.0792%"
1,2013-03-28,"2013-03-28,603993,s,9.14,平仓,-0.7600%"
17,2013-03-28,"2013-03-28,600029,s,3.68,平仓,-2.6455%"
11,2013-03-28,"2013-03-28,600115,s,3.25,平仓,-3.5608%"
9,2013-03-29,"2013-03-29,600390,s,11.86,平仓,2.0654%"
15,2013-03-29,"2013-03-29,600183,s,4.54,平仓,-3.4043%"
7,2013-03-29,"2013-03-29,601919,s,3.81,平仓,-8.6331%"
19,2013-03-29,"2013-03-29,000063,s,11.2,平仓,-4.8428%"
15,2013-03-29,"2013-03-29,300124,s,26.07,平仓,-6.3241%"
9,2013-03-29,"2013-03-29,000568,s,25.5,平仓,-18.1906%"
7,2013-04-01,"2013-04-01,601216,s,6.28,平仓,-15.3639%"
17,2013-04-01,"2013-04-01,600010,s,5.24,平仓,2.1442%"
16,2013-04-02,"2013-04-02,300124,b,26.8,建仓"
11,2013-04-03,"2013-04-03,000723,s,9.99,平仓,3.2025%"
15,2013-04-08,"2013-04-08,601808,s,16.0,平仓,-5.8270%"
9,2013-04-08,"2013-04-08,600177,s,7.75,平仓,-0.5135%"
10,2013-04-09,"2013-04-09,600118,b,16.77,建仓"
9,2013-04-10,"2013-04-10,601877,s,21.11,平仓,14.2934%"
9,2013-04-10,"2013-04-10,601988,s,2.91,平仓,-0.3425%"
4,2013-04-10,"2013-04-10,600019,b,4.88,建仓"
10,2013-04-11,"2013-04-11,600104,b,15.58,建仓"
8,2013-04-11,"2013-04-11,000627,b,3.2,建仓"
4,2013-04-12,"2013-04-12,601012,b,7.91,建仓"
2,2013-04-12,"2013-04-12,000858,b,22.48,建仓"
11,2013-04-15,"2013-04-15,601328,s,4.67,平仓,-3.9095%"
6,2013-04-15,"2013-04-15,600208,b,3.38,建仓"
13,2013-04-15,"2013-04-15,600066,s,27.22,平仓,0.9644%"
19,2013-04-15,"2013-04-15,000069,s,5.8,平仓,-4.7619%"
9,2013-04-15,"2013-04-15,601998,s,4.25,平仓,-20.5607%"
15,2013-04-15,"2013-04-15,002146,s,14.7,平仓,7.2993%"
11,2013-04-15,"2013-04-15,600340,s,25.8,平仓,1.5748%"
1,2013-04-15,"2013-04-15,600705,s,16.8,平仓,-0.4149%"
19,2013-04-15,"2013-04-15,601166,s,17.58,平仓,-13.0994%"
7,2013-04-15,"2013-04-15,600048,s,11.76,平仓,3.4301%"
17,2013-04-15,"2013-04-15,002050,s,10.31,平仓,-4.5370%"
7,2013-04-15,"2013-04-15,000001,s,18.56,平仓,-19.4095%"
9,2013-04-15,"2013-04-15,600584,s,4.37,平仓,-11.8952%"
5,2013-04-15,"2013-04-15,601238,s,5.7,平仓,-6.2500%"
13,2013-04-15,"2013-04-15,600690,s,12.68,平仓,-2.7607%"
17,2013-04-16,"2013-04-16,600015,s,10.17,平仓,-8.1301%"
15,2013-04-16,"2013-04-16,600161,s,15.76,平仓,-5.7980%"
13,2013-04-16,"2013-04-16,600176,s,9.35,平仓,6.8571%"
17,2013-04-16,"2013-04-16,600352,s,9.93,平仓,-2.6471%"
13,2013-04-17,"2013-04-17,600848,s,6.52,平仓,-1.8072%"
8,2013-04-17,"2013-04-17,600498,b,26.35,建仓"
11,2013-04-17,"2013-04-17,002024,s,6.15,平仓,-6.1069%"
13,2013-04-17,"2013-04-17,002142,s,10.25,平仓,-7.9892%"
5,2013-04-17,"2013-04-17,002558,s,22.11,平仓,-9.6075%"
15,2013-04-17,"2013-04-17,002371,s,33.56,平仓,-10.0268%"
8,2013-04-18,"2013-04-18,600048,b,12.52,建仓"
17,2013-04-18,"2013-04-18,002555,s,10.49,平仓,-5.5806%"
18,2013-04-18,"2013-04-18,000002,b,11.7,建仓"
16,2013-04-18,"2013-04-18,600109,b,15.55,建仓"
14,2013-04-18,"2013-04-18,000661,b,92.95,建仓"
14,2013-04-18,"2013-04-18,000961,b,10.64,建仓"
12,2013-04-18,"2013-04-18,600030,b,12.15,建仓"
9,2013-04-18,"2013-04-18,601872,s,2.33,平仓,-8.6275%"
18,2013-04-18,"2013-04-18,600029,b,3.56,建仓"
11,2013-04-18,"2013-04-18,601939,s,4.56,平仓,-2.5641%"
14,2013-04-19,"2013-04-19,600690,b,13.46,建仓"
14,2013-04-19,"2013-04-19,000977,b,22.92,建仓"
12,2013-04-19,"2013-04-19,002236,b,36.94,建仓"
12,2013-04-19,"2013-04-19,601111,b,5.51,建仓"
20,2013-04-19,"2013-04-19,000069,b,6.11,建仓"
6,2013-04-22,"2013-04-22,002594,b,23.91,建仓"
10,2013-04-22,"2013-04-22,601888,b,31.05,建仓"
18,2013-04-22,"2013-04-22,002050,b,11.0,建仓"
12,2013-04-22,"2013-04-22,600845,b,13.56,建仓"
8,2013-04-23,"2013-04-23,601398,b,4.07,建仓"
20,2013-04-23,"2013-04-23,600000,b,9.84,建仓"
0,2013-04-23,"2013-04-23,300347,b,97.5,建仓"
14,2013-04-23,"2013-04-23,601117,b,9.33,建仓"
12,2013-04-23,"2013-04-23,600196,b,11.78,建仓"
14,2013-04-23,"2013-04-23,600016,b,9.76,建仓"
8,2013-04-23,"2013-04-23,601169,b,8.45,建仓"
10,2013-04-23,"2013-04-23,600703,b,13.43,建仓"
12,2013-04-23,"2013-04-23,600660,b,8.15,建仓"
12,2013-04-23,"2013-04-23,601009,b,8.96,建仓"
10,2013-04-23,"2013-04-23,002460,b,18.78,建仓"
18,2013-04-23,"2013-04-23,600015,b,10.14,建仓"
12,2013-04-23,"2013-04-23,002024,b,6.06,建仓"
8,2013-04-23,"2013-04-23,000728,b,9.66,建仓"
14,2013-04-23,"2013-04-23,601288,b,2.69,建仓"
10,2013-04-23,"2013-04-23,000876,b,10.72,建仓"
14,2013-04-23,"2013-04-23,002352,b,17.54,建仓"
18,2013-04-23,"2013-04-23,600999,b,11.83,建仓"
6,2013-04-24,"2013-04-24,600031,b,10.14,建仓"
12,2013-04-24,"2013-04-24,000425,b,10.5,建仓"
10,2013-04-24,"2013-04-24,601998,b,4.33,建仓"
17,2013-04-24,"2013-04-24,300124,s,29.68,平仓,10.7463%"
10,2013-04-24,"2013-04-24,600390,b,11.87,建仓"
4,2013-04-24,"2013-04-24,601633,b,35.72,建仓"
12,2013-04-24,"2013-04-24,601618,b,2.04,建仓"
6,2013-04-26,"2013-04-26,600570,b,11.98,建仓"
12,2013-04-26,"2013-04-26,300003,b,10.03,建仓"
14,2013-04-26,"2013-04-26,600848,b,6.25,建仓"
12,2013-04-26,"2013-04-26,000723,b,11.55,建仓"
20,2013-04-26,"2013-04-26,000063,b,11.34,建仓"
8,2013-05-02,"2013-05-02,601901,b,7.44,建仓"
11,2013-05-02,"2013-05-02,600118,s,14.38,平仓,-14.2516%"
6,2013-05-03,"2013-05-03,600795,b,2.92,建仓"
11,2013-05-06,"2013-05-06,600104,s,15.42,平仓,-1.0270%"
3,2013-05-07,"2013-05-07,000858,s,22.87,平仓,1.7349%"
5,2013-05-07,"2013-05-07,601012,s,7.49,平仓,-5.3097%"
12,2013-05-07,"2013-05-07,600036,b,12.49,建仓"
18,2013-05-07,"2013-05-07,002129,b,12.27,建仓"
14,2013-05-07,"2013-05-07,600482,b,8.6,建仓"
12,2013-05-08,"2013-05-08,600655,b,7.47,建仓"
7,2013-05-08,"2013-05-08,600208,s,3.44,平仓,1.7751%"
10,2013-05-08,"2013-05-08,002422,b,66.54,建仓"
16,2013-05-08,"2013-05-08,600438,b,5.81,建仓"
16,2013-05-08,"2013-05-08,600519,b,188.89,建仓"
8,2013-05-08,"2013-05-08,300122,b,39.1,建仓"
14,2013-05-09,"2013-05-09,600111,b,28.65,建仓"
4,2013-05-09,"2013-05-09,000858,b,23.14,建仓"
6,2013-05-09,"2013-05-09,002558,b,23.36,建仓"
16,2013-05-09,"2013-05-09,600900,b,7.4,建仓"
8,2013-05-10,"2013-05-10,002153,b,22.22,建仓"
10,2013-05-10,"2013-05-10,601766,b,4.1,建仓"
16,2013-05-10,"2013-05-10,600183,b,4.5,建仓"
9,2013-05-10,"2013-05-10,600498,s,28.76,平仓,9.1461%"
9,2013-05-13,"2013-05-13,000627,s,3.07,平仓,-4.0625%"
13,2013-05-13,"2013-05-13,600030,s,12.44,平仓,2.3868%"
19,2013-05-13,"2013-05-13,000002,s,11.62,平仓,-0.6838%"
15,2013-05-13,"2013-05-13,000661,s,102.95,平仓,10.7585%"
19,2013-05-13,"2013-05-13,600029,s,3.45,平仓,-3.0899%"
15,2013-05-13,"2013-05-13,000961,s,9.53,平仓,-10.4323%"
6,2013-05-13,"2013-05-13,600018,b,2.74,建仓"
9,2013-05-13,"2013-05-13,600048,s,11.95,平仓,-4.5527%"
15,2013-05-14,"2013-05-14,600690,s,12.77,平仓,-5.1263%"
12,2013-05-14,"2013-05-14,600763,b,22.72,建仓"
13,2013-05-14,"2013-05-14,002236,s,37.81,平仓,2.3552%"
13,2013-05-14,"2013-05-14,601111,s,5.34,平仓,-3.0853%"
21,2013-05-14,"2013-05-14,000069,s,5.8,平仓,-5.0736%"
12,2013-05-15,"2013-05-15,600118,b,15.92,建仓"
13,2013-05-15,"2013-05-15,600845,s,14.17,平仓,4.4985%"
16,2013-05-15,"2013-05-15,600150,b,19.02,建仓"
12,2013-05-15,"2013-05-15,002044,b,7.76,建仓"
14,2013-05-15,"2013-05-15,601727,b,3.88,建仓"
7,2013-05-15,"2013-05-15,002594,s,36.7,平仓,53.4923%"
2,2013-05-15,"2013-05-15,000066,b,3.17,建仓"
11,2013-05-15,"2013-05-15,601888,s,31.49,平仓,1.4171%"
19,2013-05-15,"2013-05-15,002050,s,11.85,平仓,7.7273%"
18,2013-05-15,"2013-05-15,000768,b,10.25,建仓"
1,2013-05-16,"2013-05-16,300347,s,52.15,平仓,-46.5128%"
13,2013-05-16,"2013-05-16,600660,s,8.68,平仓,6.5031%"
11,2013-05-16,"2013-05-16,002460,s,23.62,平仓,25.7721%"
9,2013-05-16,"2013-05-16,601398,s,4.09,平仓,0.4914%"
9,2013-05-16,"2013-05-16,000728,s,10.13,平仓,4.8654%"
15,2013-05-16,"2013-05-16,002352,s,19.08,平仓,8.7799%"
13,2013-05-16,"2013-05-16,600196,s,12.55,平仓,6.5365%"
15,2013-05-16,"2013-05-16,601288,s,2.72,平仓,1.1152%"
15,2013-05-16,"2013-05-16,601117,s,10.11,平仓,8.3601%"
11,2013-05-16,"2013-05-16,000876,s,12.2,平仓,13.8060%"
11,2013-05-16,"2013-05-16,600703,s,18.06,平仓,34.4751%"
13,2013-05-16,"2013-05-16,002024,s,6.0,平仓,-0.9901%"
13,2013-05-16,"2013-05-16,601009,s,9.47,平仓,5.6920%"
19,2013-05-16,"2013-05-16,600999,s,12.68,平仓,7.1851%"
15,2013-05-16,"2013-05-16,600016,s,10.45,平仓,7.0697%"
19,2013-05-16,"2013-05-16,600015,s,10.81,平仓,6.6075%"
6,2013-05-16,"2013-05-16,601012,b,8.15,建仓"
9,2013-05-16,"2013-05-16,601169,s,8.99,平仓,6.3905%"
7,2013-05-17,"2013-05-17,600031,s,9.48,平仓,-6.5089%"
10,2013-05-17,"2013-05-17,002415,b,39.08,建仓"
13,2013-05-17,"2013-05-17,601618,s,2.06,平仓,0.9804%"
15,2013-05-17,"2013-05-17,000977,s,26.7,平仓,16.4921%"
5,2013-05-17,"2013-05-17,601633,s,37.52,平仓,5.0392%"
11,2013-05-17,"2013-05-17,600390,s,19.71,平仓,66.0489%"
13,2013-05-17,"2013-05-17,000425,s,10.62,平仓,1.1429%"
17,2013-05-20,"2013-05-20,600109,s,16.0,平仓,2.8939%"
14,2013-05-20,"2013-05-20,601009,b,9.76,建仓"
14,2013-05-20,"2013-05-20,600845,b,15.83,建仓"
10,2013-05-21,"2013-05-21,600048,b,12.32,建仓"
13,2013-05-21,"2013-05-21,000723,s,13.55,平仓,17.3160%"
15,2013-05-21,"2013-05-21,600848,s,6.75,平仓,8.0000%"
14,2013-05-21,"2013-05-21,600600,b,38.66,建仓"
21,2013-05-21,"2013-05-21,000063,s,12.99,平仓,14.5503%"
14,2013-05-21,"2013-05-21,002142,b,10.57,建仓"
8,2013-05-21,"2013-05-21,600208,b,3.52,建仓"
13,2013-05-21,"2013-05-21,300003,s,12.41,平仓,23.7288%"
7,2013-05-21,"2013-05-21,600570,s,13.94,平仓,16.3606%"
10,2013-05-22,"2013-05-22,601169,b,9.15,建仓"
8,2013-05-22,"2013-05-22,600031,b,9.73,建仓"
20,2013-05-22,"2013-05-22,600029,b,3.47,建仓"
8,2013-05-22,"2013-05-22,002032,b,13.11,建仓"
9,2013-05-22,"2013-05-22,601901,s,7.45,平仓,0.1344%"
10,2013-05-22,"2013-05-22,600809,b,29.26,建仓"
7,2013-05-23,"2013-05-23,600795,s,2.67,平仓,-8.5616%"
5,2013-05-23,"2013-05-23,600019,s,4.87,平仓,-0.2049%"
12,2013-05-24,"2013-05-24,000596,b,26.48,建仓"
15,2013-05-27,"2013-05-27,600482,s,9.27,平仓,7.7907%"
21,2013-05-27,"2013-05-27,600000,s,10.29,平仓,4.5732%"
19,2013-05-27,"2013-05-27,002129,s,18.36,平仓,49.6333%"
13,2013-05-27,"2013-05-27,600036,s,13.39,平仓,7.2058%"
9,2013-05-28,"2013-05-28,300122,s,41.07,平仓,5.0384%"
11,2013-05-28,"2013-05-28,601998,s,4.45,平仓,2.7714%"
17,2013-05-28,"2013-05-28,600438,s,6.27,平仓,7.9174%"
13,2013-05-28,"2013-05-28,600655,s,7.74,平仓,3.6145%"
17,2013-05-28,"2013-05-28,600519,s,202.14,平仓,7.0147%"
20,2013-05-28,"2013-05-28,000538,b,89.5,建仓"
15,2013-05-29,"2013-05-29,600111,s,28.43,平仓,-0.7679%"
5,2013-05-29,"2013-05-29,000858,s,24.27,平仓,4.8833%"
12,2013-05-29,"2013-05-29,600390,b,21.96,建仓"
7,2013-05-29,"2013-05-29,002558,s,24.44,平仓,4.6233%"
11,2013-05-29,"2013-05-29,002422,s,58.84,平仓,-11.5720%"
9,2013-05-30,"2013-05-30,002153,s,24.6,平仓,10.7111%"
16,2013-05-30,"2013-05-30,600009,b,13.49,建仓"
11,2013-05-30,"2013-05-30,601766,s,4.43,平仓,8.0488%"
17,2013-05-30,"2013-05-30,600183,s,5.16,平仓,14.6667%"
10,2013-05-31,"2013-05-31,000627,b,3.09,建仓"
8,2013-05-31,"2013-05-31,002594,b,35.29,建仓"
7,2013-05-31,"2013-05-31,600018,s,2.85,平仓,4.0146%"
14,2013-06-03,"2013-06-03,600196,b,12.93,建仓"
8,2013-06-03,"2013-06-03,000895,b,41.09,建仓"
13,2013-06-03,"2013-06-03,600763,s,28.64,平仓,26.0563%"
12,2013-06-03,"2013-06-03,002422,b,61.2,建仓"
10,2013-06-03,"2013-06-03,300014,b,22.54,建仓"
19,2013-06-04,"2013-06-04,000768,s,11.94,平仓,16.4878%"
13,2013-06-04,"2013-06-04,002044,s,7.78,平仓,0.2577%"
16,2013-06-04,"2013-06-04,002352,b,18.73,建仓"
3,2013-06-04,"2013-06-04,000066,s,3.56,平仓,12.3028%"
17,2013-06-04,"2013-06-04,600150,s,18.84,平仓,-0.9464%"
13,2013-06-04,"2013-06-04,600118,s,19.44,平仓,22.1106%"
6,2013-06-05,"2013-06-05,600487,b,23.49,建仓"
7,2013-06-05,"2013-06-05,601012,s,9.27,平仓,13.7423%"
11,2013-06-06,"2013-06-06,002415,s,37.55,平仓,-3.9150%"
17,2013-06-07,"2013-06-07,600900,s,7.37,平仓,-0.4054%"
15,2013-06-07,"2013-06-07,601009,s,9.15,平仓,-6.2500%"
15,2013-06-07,"2013-06-07,600845,s,16.0,平仓,1.0739%"
6,2013-06-07,"2013-06-07,601360,b,7.81,建仓"
15,2013-06-13,"2013-06-13,002142,s,9.63,平仓,-8.8931%"
11,2013-06-13,"2013-06-13,600048,s,11.0,平仓,-10.7143%"
9,2013-06-13,"2013-06-13,600208,s,3.14,平仓,-10.7955%"
